,Ticker Symbol,Years,Period Ending, Total Revenue , Cost of Goods Sold ," Sales, General and Admin. ", Research and Development , Other Operating Items ,GICS Sector,GICS Sub Industry
912,KMI,Year 2,12/31/2014," $16,226,000,000 "," $8,435,000,000 "," $1,029,000,000 ", $-   ," $2,040,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation
913,KMI,Year 3,12/31/2015," $14,403,000,000 "," $6,452,000,000 "," $1,126,000,000 ", $-   ," $2,309,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation
914,KMI,Year 4,12/31/2016," $13,058,000,000 "," $5,801,000,000 "," $1,089,000,000 ", $-   ," $2,209,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation
915,KMX,Year 1,2/28/2013," $10,962,818,000 "," $9,498,456,000 "," $731,767,000 ", $-   , $-   ,Consumer Discretionary,Specialty Stores
916,KMX,Year 2,2/28/2014," $12,574,299,000 "," $10,925,598,000 "," $819,048,000 ", $-   , $-   ,Consumer Discretionary,Specialty Stores
917,KMX,Year 3,2/28/2015," $14,268,716,000 "," $12,381,189,000 "," $890,431,000 ", $-   , $-   ,Consumer Discretionary,Specialty Stores
918,KMX,Year 4,2/29/2016," $15,149,675,000 "," $13,130,915,000 "," $959,899,000 ", $-   , $-   ,Consumer Discretionary,Specialty Stores
919,KO,Year 1,12/31/2012," $48,017,000,000 "," $19,053,000,000 "," $18,185,000,000 ", $-   , $-   ,Consumer Staples,Soft Drinks
920,KO,Year 2,12/31/2013," $46,854,000,000 "," $18,421,000,000 "," $18,205,000,000 ", $-   , $-   ,Consumer Staples,Soft Drinks
921,KO,Year 3,12/31/2014," $45,998,000,000 "," $17,889,000,000 "," $18,401,000,000 ", $-   , $-   ,Consumer Staples,Soft Drinks
922,KO,Year 4,12/31/2015," $44,294,000,000 "," $17,482,000,000 "," $18,084,000,000 ", $-   , $-   ,Consumer Staples,Soft Drinks
923,KORS,Year 1,3/30/2013," $2,181,732,000 "," $875,166,000 "," $621,536,000 ", $-   ," $54,291,000 ",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
924,KORS,Year 2,3/29/2014," $3,310,800,000 "," $1,294,700,000 "," $926,900,000 ", $-   ," $79,700,000 ",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
925,KORS,Year 3,3/28/2015," $4,371,500,000 "," $1,723,800,000 "," $1,251,500,000 ", $-   ," $138,400,000 ",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
926,KORS,Year 4,4/2/2016," $4,712,100,000 "," $1,914,900,000 "," $1,428,000,000 ", $-   ," $183,200,000 ",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
927,KR,Year 1,2/2/2013," $96,619,000,000 "," $76,726,000,000 "," $15,477,000,000 ", $-   ," $1,652,000,000 ",Consumer Staples,Food Retail
928,KR,Year 2,2/1/2014," $98,375,000,000 "," $78,138,000,000 "," $15,809,000,000 ", $-   ," $1,703,000,000 ",Consumer Staples,Food Retail
929,KR,Year 3,1/31/2015," $108,465,000,000 "," $85,512,000,000 "," $17,868,000,000 ", $-   ," $1,948,000,000 ",Consumer Staples,Food Retail
930,KR,Year 4,1/30/2016," $109,830,000,000 "," $85,496,000,000 "," $18,669,000,000 ", $-   ," $2,089,000,000 ",Consumer Staples,Food Retail
931,KSS,Year 1,2/2/2013," $19,279,000,000 "," $12,289,000,000 "," $4,267,000,000 ", $-   ," $833,000,000 ",Consumer Discretionary,General Merchandise Stores
932,KSS,Year 2,2/1/2014," $19,031,000,000 "," $12,087,000,000 "," $4,313,000,000 ", $-   ," $889,000,000 ",Consumer Discretionary,General Merchandise Stores
933,KSS,Year 3,1/31/2015," $19,023,000,000 "," $12,098,000,000 "," $4,350,000,000 ", $-   ," $886,000,000 ",Consumer Discretionary,General Merchandise Stores
934,KSS,Year 4,1/30/2016," $19,204,000,000 "," $12,265,000,000 "," $4,452,000,000 ", $-   ," $934,000,000 ",Consumer Discretionary,General Merchandise Stores
935,KSU,Year 1,12/31/2013," $2,369,300,000 "," $805,300,000 "," $602,100,000 ", $-   ," $223,300,000 ",Industrials,Railroads
936,KSU,Year 2,12/31/2014," $2,577,100,000 "," $877,900,000 "," $632,000,000 ", $-   ," $258,100,000 ",Industrials,Railroads
937,KSU,Year 3,12/31/2015," $2,418,800,000 "," $759,200,000 "," $571,200,000 ", $-   ," $284,600,000 ",Industrials,Railroads
938,KSU,Year 4,12/31/2016," $2,334,200,000 "," $691,100,000 "," $519,600,000 ", $-   ," $305,000,000 ",Industrials,Railroads
939,LB,Year 1,2/2/2013," $10,459,000,000 "," $6,073,000,000 "," $2,720,000,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
940,LB,Year 2,2/1/2014," $10,773,000,000 "," $6,344,000,000 "," $2,686,000,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
941,LB,Year 3,1/31/2015," $11,454,000,000 "," $6,646,000,000 "," $2,855,000,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
942,LB,Year 4,1/30/2016," $12,154,000,000 "," $6,950,000,000 "," $3,012,000,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
943,LEG,Year 1,12/31/2012," $3,414,500,000 "," $2,718,900,000 "," $346,100,000 ", $-   ," $25,100,000 ",Industrials,Industrial Conglomerates
944,LEG,Year 2,12/31/2013," $3,477,200,000 "," $2,767,300,000 "," $346,900,000 ", $-   ," $25,400,000 ",Industrials,Industrial Conglomerates
945,LEG,Year 3,12/31/2014," $3,782,300,000 "," $2,991,900,000 "," $439,200,000 ", $-   ," $19,700,000 ",Industrials,Industrial Conglomerates
946,LEG,Year 4,12/31/2015," $3,917,200,000 "," $2,994,000,000 "," $411,800,000 ", $-   ," $20,800,000 ",Industrials,Industrial Conglomerates
947,LEN,Year 1,11/30/2013," $5,935,095,000 "," $4,920,664,000 "," $328,595,000 ", $-   , $-   ,Consumer Discretionary,Homebuilding
948,LEN,Year 2,11/30/2014," $7,779,812,000 "," $6,336,272,000 "," $521,502,000 ", $-   , $-   ,Consumer Discretionary,Homebuilding
949,LEN,Year 3,11/30/2015," $9,474,008,000 "," $7,757,571,000 "," $630,421,000 ", $-   , $-   ,Consumer Discretionary,Homebuilding
950,LEN,Year 4,11/30/2016," $10,949,999,000 "," $8,923,519,000 "," $764,117,000 ", $-   , $-   ,Consumer Discretionary,Homebuilding
951,LH,Year 1,12/31/2012," $5,671,400,000 "," $3,421,700,000 "," $1,114,600,000 ", $-   ," $86,300,000 ",Health Care,Health Care Facilities
952,LH,Year 2,12/31/2013," $5,808,300,000 "," $3,585,100,000 "," $1,128,800,000 ", $-   ," $81,700,000 ",Health Care,Health Care Facilities
953,LH,Year 3,12/31/2014," $6,011,600,000 "," $3,808,500,000 "," $1,198,200,000 ", $-   ," $76,700,000 ",Health Care,Health Care Facilities
954,LH,Year 4,12/31/2015," $8,680,100,000 "," $5,776,800,000 "," $1,622,000,000 ", $-   ," $164,500,000 ",Health Care,Health Care Facilities
955,LKQ,Year 1,12/31/2012," $4,122,930,000 "," $2,398,790,000 "," $1,219,343,000 ", $-   ," $64,093,000 ",Consumer Discretionary,Distributors
956,LKQ,Year 2,12/31/2013," $5,062,528,000 "," $2,987,126,000 "," $1,454,080,000 ", $-   ," $80,969,000 ",Consumer Discretionary,Distributors
957,LKQ,Year 3,12/31/2014," $6,740,064,000 "," $4,088,151,000 "," $1,866,520,000 ", $-   ," $120,719,000 ",Consumer Discretionary,Distributors
958,LKQ,Year 4,12/31/2015," $7,192,633,000 "," $4,359,104,000 "," $1,987,271,000 ", $-   ," $122,120,000 ",Consumer Discretionary,Distributors
959,LLL,Year 1,12/31/2012," $13,107,000,000 "," $11,799,000,000 ", $-   , $-   , $-   ,Industrials,Industrial Conglomerates
960,LLL,Year 2,12/31/2013," $11,420,000,000 "," $10,303,000,000 ", $-   , $-   , $-   ,Industrials,Industrial Conglomerates
961,LLL,Year 3,12/31/2014," $10,986,000,000 "," $9,974,000,000 ", $-   , $-   , $-   ,Industrials,Industrial Conglomerates
962,LLL,Year 4,12/31/2015," $10,466,000,000 "," $9,576,000,000 ", $-   , $-   , $-   ,Industrials,Industrial Conglomerates
963,LLTC,Year 1,6/30/2013," $1,282,236,000 "," $322,516,000 "," $151,382,000 "," $235,184,000 ", $-   ,Information Technology,Semiconductors
964,LLTC,Year 2,6/29/2014," $1,388,386,000 "," $338,580,000 "," $159,642,000 "," $250,434,000 ", $-   ,Information Technology,Semiconductors
965,LLTC,Year 3,6/28/2015," $1,475,139,000 "," $355,727,000 "," $169,952,000 "," $266,761,000 ", $-   ,Information Technology,Semiconductors
966,LLTC,Year 4,7/3/2016," $1,423,936,000 "," $343,801,000 "," $170,120,000 "," $276,462,000 ", $-   ,Information Technology,Semiconductors
967,LLY,Year 1,12/31/2012," $22,603,400,000 "," $4,796,500,000 "," $6,839,500,000 "," $5,278,100,000 ", $-   ,Health Care,Pharmaceuticals
968,LLY,Year 2,12/31/2013," $23,113,100,000 "," $4,908,100,000 "," $6,606,700,000 "," $5,531,300,000 ", $-   ,Health Care,Pharmaceuticals
969,LLY,Year 3,12/31/2014," $19,615,600,000 "," $4,932,500,000 "," $6,280,300,000 "," $4,733,600,000 ", $-   ,Health Care,Pharmaceuticals
970,LLY,Year 4,12/31/2015," $19,958,700,000 "," $5,037,200,000 "," $6,432,400,000 "," $4,796,400,000 ", $-   ,Health Care,Pharmaceuticals
971,LMT,Year 1,12/31/2013," $45,358,000,000 "," $41,171,000,000 "," $(318,000,000)", $-   , $-   ,Industrials,Aerospace & Defense
972,LMT,Year 2,12/31/2014," $39,946,000,000 "," $35,263,000,000 "," $(329,000,000)", $-   , $-   ,Industrials,Aerospace & Defense
973,LMT,Year 3,12/31/2015," $40,536,000,000 "," $36,044,000,000 "," $(220,000,000)", $-   , $-   ,Industrials,Aerospace & Defense
974,LMT,Year 4,12/31/2016," $47,248,000,000 "," $42,186,000,000 "," $(487,000,000)", $-   , $-   ,Industrials,Aerospace & Defense
975,LNT,Year 1,12/31/2012," $3,094,500,000 "," $2,144,200,000 "," $98,200,000 ", $-   ," $332,400,000 ",Utilities,Electric Utilities
976,LNT,Year 2,12/31/2013," $3,276,800,000 "," $2,272,400,000 "," $99,600,000 ", $-   ," $370,900,000 ",Utilities,Electric Utilities
977,LNT,Year 3,12/31/2014," $3,350,300,000 "," $2,317,500,000 "," $101,100,000 ", $-   ," $388,100,000 ",Utilities,Electric Utilities
978,LNT,Year 4,12/31/2015," $3,253,600,000 "," $2,171,600,000 "," $103,700,000 ", $-   ," $401,300,000 ",Utilities,Electric Utilities
979,LOW,Year 1,2/1/2013," $50,521,000,000 "," $33,194,000,000 "," $12,244,000,000 ", $-   ," $1,523,000,000 ",Consumer Discretionary,Home Improvement Retail
980,LOW,Year 2,1/31/2014," $53,417,000,000 "," $34,941,000,000 "," $12,865,000,000 ", $-   ," $1,462,000,000 ",Consumer Discretionary,Home Improvement Retail
981,LOW,Year 3,1/30/2015," $56,223,000,000 "," $36,665,000,000 "," $13,281,000,000 ", $-   ," $1,485,000,000 ",Consumer Discretionary,Home Improvement Retail
982,LOW,Year 4,1/29/2016," $59,074,000,000 "," $38,504,000,000 "," $14,115,000,000 ", $-   ," $1,484,000,000 ",Consumer Discretionary,Home Improvement Retail
983,LRCX,Year 1,6/30/2013," $3,598,916,000 "," $2,195,857,000 "," $601,300,000 "," $683,688,000 ", $-   ,Information Technology,Semiconductor Equipment
984,LRCX,Year 2,6/29/2014," $4,607,309,000 "," $2,599,828,000 "," $613,341,000 "," $716,471,000 ", $-   ,Information Technology,Semiconductor Equipment
985,LRCX,Year 3,6/28/2015," $5,259,312,000 "," $2,974,976,000 "," $591,611,000 "," $825,242,000 ", $-   ,Information Technology,Semiconductor Equipment
986,LRCX,Year 4,6/26/2016," $5,885,893,000 "," $3,266,971,000 "," $630,954,000 "," $913,712,000 ", $-   ,Information Technology,Semiconductor Equipment
987,LUK,Year 1,12/31/2012," $7,810,610,000 "," $7,479,746,000 "," $360,586,000 ", $-   ," $116,388,000 ",Financials,Multi-Sector Holdings
988,LUK,Year 2,12/31/2013," $9,531,778,000 "," $7,567,707,000 "," $2,177,616,000 ", $-   ," $167,425,000 ",Financials,Multi-Sector Holdings
989,LUK,Year 3,12/31/2014," $10,681,897,000 "," $8,024,286,000 "," $2,856,642,000 ", $-   ," $185,993,000 ",Financials,Multi-Sector Holdings
990,LUK,Year 4,12/31/2015," $10,116,502,000 "," $7,677,233,000 "," $2,620,072,000 ", $-   ," $224,133,000 ",Financials,Multi-Sector Holdings
991,LUV,Year 1,12/31/2013," $17,699,000,000 "," $8,307,000,000 "," $7,161,000,000 ", $-   ," $867,000,000 ",Industrials,Airlines
992,LUV,Year 2,12/31/2014," $18,605,000,000 "," $7,677,000,000 "," $7,639,000,000 ", $-   ," $938,000,000 ",Industrials,Airlines
993,LUV,Year 3,12/31/2015," $19,820,000,000 "," $6,025,000,000 "," $8,625,000,000 ", $-   ," $1,015,000,000 ",Industrials,Airlines
994,LUV,Year 4,12/31/2016," $20,425,000,000 "," $6,132,000,000 "," $9,312,000,000 ", $-   ," $1,221,000,000 ",Industrials,Airlines
995,LVLT,Year 1,12/31/2012," $6,376,000,000 "," $3,851,000,000 "," $1,201,000,000 ", $-   ," $749,000,000 ",Telecommunications Services,Alternative Carriers
996,LVLT,Year 2,12/31/2013," $6,313,000,000 "," $3,685,000,000 "," $1,162,000,000 ", $-   ," $800,000,000 ",Telecommunications Services,Alternative Carriers
997,LVLT,Year 3,12/31/2014," $6,777,000,000 "," $3,775,000,000 "," $1,181,000,000 ", $-   ," $808,000,000 ",Telecommunications Services,Alternative Carriers
998,LVLT,Year 4,12/31/2015," $8,229,000,000 "," $4,265,000,000 "," $1,467,000,000 ", $-   ," $1,166,000,000 ",Telecommunications Services,Alternative Carriers
999,LYB,Year 1,12/31/2012," $45,352,000,000 "," $39,595,000,000 "," $909,000,000 "," $172,000,000 ", $-   ,Materials,Diversified Chemicals
1000,LYB,Year 2,12/31/2013," $44,062,000,000 "," $37,940,000,000 "," $870,000,000 "," $150,000,000 ", $-   ,Materials,Diversified Chemicals
1001,LYB,Year 3,12/31/2014," $45,608,000,000 "," $38,939,000,000 "," $806,000,000 "," $127,000,000 ", $-   ,Materials,Diversified Chemicals
1002,LYB,Year 4,12/31/2015," $32,735,000,000 "," $25,683,000,000 "," $828,000,000 "," $102,000,000 ", $-   ,Materials,Diversified Chemicals
1003,M,Year 1,2/2/2013," $27,686,000,000 "," $16,538,000,000 "," $8,482,000,000 ", $-   , $-   ,Consumer Discretionary,Department Stores
1004,M,Year 2,2/1/2014," $27,931,000,000 "," $16,725,000,000 "," $8,440,000,000 ", $-   , $-   ,Consumer Discretionary,Department Stores
1005,M,Year 3,1/31/2015," $28,105,000,000 "," $16,863,000,000 "," $8,355,000,000 ", $-   , $-   ,Consumer Discretionary,Department Stores
1006,M,Year 4,1/30/2016," $27,079,000,000 "," $16,496,000,000 "," $8,256,000,000 ", $-   , $-   ,Consumer Discretionary,Department Stores
1007,MA,Year 1,12/31/2013," $8,312,000,000 ", $-   ," $3,456,000,000 ", $-   ," $258,000,000 ",Information Technology,Internet Software & Services
1008,MA,Year 2,12/31/2014," $9,441,000,000 ", $-   ," $4,014,000,000 ", $-   ," $321,000,000 ",Information Technology,Internet Software & Services
1009,MA,Year 3,12/31/2015," $9,667,000,000 ", $-   ," $4,162,000,000 ", $-   ," $366,000,000 ",Information Technology,Internet Software & Services
1010,MA,Year 4,12/31/2016," $10,776,000,000 ", $-   ," $4,525,000,000 ", $-   ," $373,000,000 ",Information Technology,Internet Software & Services
1011,MAA,Year 1,12/31/2012," $475,888,000 "," $117,275,000 "," $47,115,000 ", $-   ," $121,211,000 ",Real Estate,Residential REITs
1012,MAA,Year 2,12/31/2013," $635,490,000 "," $172,050,000 "," $43,720,000 ", $-   ," $186,979,000 ",Real Estate,Residential REITs
1013,MAA,Year 3,12/31/2014," $992,332,000 "," $275,379,000 "," $57,664,000 ", $-   ," $301,812,000 ",Real Estate,Residential REITs
1014,MAA,Year 4,12/31/2015," $1,042,779,000 "," $280,901,000 "," $53,992,000 ", $-   ," $294,520,000 ",Real Estate,Residential REITs
1015,MAC,Year 1,12/31/2012," $797,517,000 "," $337,533,000 "," $20,412,000 ", $-   ," $277,621,000 ",Real Estate,Retail REITs
1016,MAC,Year 2,12/31/2013," $1,029,475,000 "," $423,256,000 "," $27,772,000 ", $-   ," $357,165,000 ",Real Estate,Retail REITs
1017,MAC,Year 3,12/31/2014," $1,105,247,000 "," $441,929,000 "," $29,412,000 ", $-   ," $378,716,000 ",Real Estate,Retail REITs
1018,MAC,Year 4,12/31/2015," $1,288,149,000 "," $497,359,000 "," $29,870,000 ", $-   ," $464,472,000 ",Real Estate,Retail REITs
1019,MAR,Year 1,12/31/2012," $11,814,000,000 "," $10,190,000,000 "," $582,000,000 ", $-   ," $102,000,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1020,MAR,Year 2,12/31/2013," $12,784,000,000 "," $11,020,000,000 "," $649,000,000 ", $-   ," $127,000,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1021,MAR,Year 3,12/31/2014," $13,796,000,000 "," $11,830,000,000 "," $659,000,000 ", $-   ," $148,000,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1022,MAR,Year 4,12/31/2015," $14,486,000,000 "," $12,363,000,000 "," $634,000,000 ", $-   ," $139,000,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1023,MAS,Year 1,12/31/2013," $6,761,000,000 "," $4,802,000,000 "," $1,347,000,000 ", $-   , $-   ,Industrials,Building Products
1024,MAS,Year 2,12/31/2014," $7,006,000,000 "," $4,946,000,000 "," $1,338,000,000 ", $-   , $-   ,Industrials,Building Products
1025,MAS,Year 3,12/31/2015," $7,142,000,000 "," $4,889,000,000 "," $1,339,000,000 ", $-   , $-   ,Industrials,Building Products
1026,MAS,Year 4,12/31/2016," $7,357,000,000 "," $4,901,000,000 "," $1,403,000,000 ", $-   , $-   ,Industrials,Building Products
1027,MAT,Year 1,12/31/2012," $6,420,881,000 "," $3,011,684,000 "," $2,388,182,000 ", $-   , $-   ,Consumer Discretionary,Leisure Products
1028,MAT,Year 2,12/31/2013," $6,484,892,000 "," $3,006,009,000 "," $2,310,780,000 ", $-   , $-   ,Consumer Discretionary,Leisure Products
1029,MAT,Year 3,12/31/2014," $6,023,819,000 "," $3,022,797,000 "," $2,347,308,000 ", $-   , $-   ,Consumer Discretionary,Leisure Products
1030,MAT,Year 4,12/31/2015," $5,702,613,000 "," $2,896,255,000 "," $2,265,436,000 ", $-   , $-   ,Consumer Discretionary,Leisure Products
1031,MCD,Year 1,12/31/2012," $27,567,000,000 "," $16,750,700,000 "," $2,211,700,000 ", $-   , $-   ,Consumer Discretionary,Restaurants
1032,MCD,Year 2,12/31/2013," $28,105,700,000 "," $17,203,000,000 "," $2,138,400,000 ", $-   , $-   ,Consumer Discretionary,Restaurants
1033,MCD,Year 3,12/31/2014," $27,441,300,000 "," $16,985,600,000 "," $2,506,500,000 ", $-   , $-   ,Consumer Discretionary,Restaurants
1034,MCD,Year 4,12/31/2015," $25,413,000,000 "," $15,623,800,000 "," $2,643,700,000 ", $-   , $-   ,Consumer Discretionary,Restaurants
1035,MCHP,Year 1,3/31/2013," $1,581,623,000 "," $743,164,000 "," $261,471,000 "," $254,723,000 "," $111,537,000 ",Information Technology,Semiconductors
1036,MCHP,Year 2,3/31/2014," $1,931,217,000 "," $802,474,000 "," $267,278,000 "," $305,043,000 "," $94,534,000 ",Information Technology,Semiconductors
1037,MCHP,Year 3,3/31/2015," $2,147,036,000 "," $917,472,000 "," $274,815,000 "," $349,543,000 "," $176,746,000 ",Information Technology,Semiconductors
1038,MCHP,Year 4,3/31/2016," $2,173,334,000 "," $967,870,000 "," $301,670,000 "," $372,596,000 "," $174,896,000 ",Information Technology,Semiconductors
1039,MCK,Year 1,3/31/2013," $122,196,000,000 "," $115,315,000,000 "," $4,110,000,000 "," $433,000,000 ", $-   ,Health Care,Health Care Distributors
1040,MCK,Year 2,3/31/2014," $137,392,000,000 "," $129,040,000,000 "," $5,388,000,000 "," $457,000,000 ", $-   ,Health Care,Health Care Distributors
1041,MCK,Year 3,3/31/2015," $179,045,000,000 "," $167,634,000,000 "," $7,901,000,000 "," $392,000,000 ", $-   ,Health Care,Health Care Distributors
1042,MCK,Year 4,3/31/2016," $190,884,000,000 "," $179,468,000,000 "," $7,276,000,000 "," $392,000,000 ", $-   ,Health Care,Health Care Distributors
1043,MCO,Year 1,12/31/2012," $2,730,300,000 "," $795,000,000 "," $752,200,000 ", $-   ," $93,500,000 ",Financials,Diversified Financial Services
1044,MCO,Year 2,12/31/2013," $2,972,500,000 "," $822,400,000 "," $822,100,000 ", $-   ," $93,400,000 ",Financials,Diversified Financial Services
1045,MCO,Year 3,12/31/2014," $3,334,300,000 "," $930,300,000 "," $869,300,000 ", $-   ," $95,600,000 ",Financials,Diversified Financial Services
1046,MCO,Year 4,12/31/2015," $3,484,500,000 "," $976,300,000 "," $921,300,000 ", $-   ," $113,500,000 ",Financials,Diversified Financial Services
1047,MDLZ,Year 1,12/31/2012," $35,015,000,000 "," $21,939,000,000 "," $9,176,000,000 ", $-   ," $217,000,000 ",Consumer Staples,Packaged Foods & Meats
1048,MDLZ,Year 2,12/31/2013," $35,299,000,000 "," $22,189,000,000 "," $8,679,000,000 ", $-   ," $217,000,000 ",Consumer Staples,Packaged Foods & Meats
1049,MDLZ,Year 3,12/31/2014," $34,244,000,000 "," $21,647,000,000 "," $8,457,000,000 ", $-   ," $206,000,000 ",Consumer Staples,Packaged Foods & Meats
1050,MDLZ,Year 4,12/31/2015," $29,636,000,000 "," $18,124,000,000 "," $7,577,000,000 ", $-   ," $181,000,000 ",Consumer Staples,Packaged Foods & Meats
1051,MET,Year 1,12/31/2012," $68,150,000,000 "," $37,987,000,000 "," $9,098,000,000 ", $-   ," $17,755,000,000 ",Financials,Life & Health Insurance
1052,MET,Year 2,12/31/2013," $68,199,000,000 "," $38,107,000,000 "," $9,438,000,000 ", $-   ," $16,602,000,000 ",Financials,Life & Health Insurance
1053,MET,Year 3,12/31/2014," $73,316,000,000 "," $39,102,000,000 "," $8,319,000,000 ", $-   ," $17,091,000,000 ",Financials,Life & Health Insurance
1054,MET,Year 4,12/31/2015," $69,951,000,000 "," $38,714,000,000 "," $6,998,000,000 ", $-   ," $16,769,000,000 ",Financials,Life & Health Insurance
1055,MHK,Year 1,12/31/2012," $5,787,980,000 "," $4,297,922,000 "," $1,110,550,000 ", $-   , $-   ,Consumer Discretionary,Home Furnishings
1056,MHK,Year 2,12/31/2013," $7,348,754,000 "," $5,427,945,000 "," $1,373,878,000 ", $-   , $-   ,Consumer Discretionary,Home Furnishings
1057,MHK,Year 3,12/31/2014," $7,803,446,000 "," $5,649,254,000 "," $1,381,396,000 ", $-   , $-   ,Consumer Discretionary,Home Furnishings
1058,MHK,Year 4,12/31/2015," $8,071,563,000 "," $5,660,877,000 "," $1,573,120,000 ", $-   , $-   ,Consumer Discretionary,Home Furnishings
1059,MJN,Year 1,12/31/2012," $3,901,300,000 "," $1,503,800,000 "," $1,457,300,000 "," $100,100,000 ", $-   ,Consumer Staples,Packaged Foods & Meats
1060,MJN,Year 2,12/31/2013," $4,200,700,000 "," $1,528,500,000 "," $1,548,600,000 "," $100,200,000 ", $-   ,Consumer Staples,Packaged Foods & Meats
1061,MJN,Year 3,12/31/2014," $4,409,300,000 "," $1,700,600,000 "," $1,617,600,000 "," $115,100,000 ", $-   ,Consumer Staples,Packaged Foods & Meats
1062,MJN,Year 4,12/31/2015," $4,071,300,000 "," $1,455,300,000 "," $1,532,400,000 "," $108,400,000 ", $-   ,Consumer Staples,Packaged Foods & Meats
1063,MKC,Year 1,11/30/2013," $4,123,400,000 "," $2,457,600,000 "," $1,090,300,000 ", $-   , $-   ,Consumer Staples,Packaged Foods & Meats
1064,MKC,Year 2,11/30/2014," $4,243,200,000 "," $2,513,000,000 "," $1,122,000,000 ", $-   , $-   ,Consumer Staples,Packaged Foods & Meats
1065,MKC,Year 3,11/30/2015," $4,296,300,000 "," $2,559,000,000 "," $1,127,400,000 ", $-   , $-   ,Consumer Staples,Packaged Foods & Meats
1066,MKC,Year 4,11/30/2016," $4,411,500,000 "," $2,579,800,000 "," $1,175,000,000 ", $-   , $-   ,Consumer Staples,Packaged Foods & Meats
1067,MLM,Year 1,12/31/2012," $2,031,901,000 "," $1,704,767,000 "," $135,824,000 ", $-   , $-   ,Materials,Construction Materials
1068,MLM,Year 2,12/31/2013," $2,155,551,000 "," $1,791,594,000 "," $145,298,000 ", $-   , $-   ,Materials,Construction Materials
1069,MLM,Year 3,12/31/2014," $2,957,951,000 "," $2,435,591,000 "," $164,596,000 ", $-   , $-   ,Materials,Construction Materials
1070,MLM,Year 4,12/31/2015," $3,539,570,000 "," $2,817,803,000 "," $233,887,000 ", $-   , $-   ,Materials,Construction Materials
1071,MMC,Year 1,12/31/2012," $11,924,000,000 ", $-   ," $7,134,000,000 ", $-   ," $2,961,000,000 ",Financials,Insurance Brokers
1072,MMC,Year 2,12/31/2013," $12,261,000,000 ", $-   ," $7,226,000,000 ", $-   ," $2,958,000,000 ",Financials,Insurance Brokers
1073,MMC,Year 3,12/31/2014," $12,951,000,000 ", $-   ," $7,515,000,000 ", $-   ," $3,135,000,000 ",Financials,Insurance Brokers
1074,MMC,Year 4,12/31/2015," $12,893,000,000 ", $-   ," $7,334,000,000 ", $-   ," $3,140,000,000 ",Financials,Insurance Brokers
1075,MMM,Year 1,12/31/2013," $30,871,000,000 "," $16,106,000,000 "," $6,384,000,000 "," $1,715,000,000 ", $-   ,Industrials,Industrial Conglomerates
1076,MMM,Year 2,12/31/2014," $31,821,000,000 "," $16,447,000,000 "," $6,469,000,000 "," $1,770,000,000 ", $-   ,Industrials,Industrial Conglomerates
1077,MMM,Year 3,12/31/2015," $30,274,000,000 "," $15,383,000,000 "," $6,182,000,000 "," $1,763,000,000 ", $-   ,Industrials,Industrial Conglomerates
1078,MMM,Year 4,12/31/2016," $30,109,000,000 "," $15,040,000,000 "," $6,111,000,000 "," $1,735,000,000 ", $-   ,Industrials,Industrial Conglomerates
1079,MNST,Year 1,12/31/2012," $2,060,702,000 "," $995,046,000 ", $-   , $-   , $-   ,Consumer Staples,Soft Drinks
1080,MNST,Year 2,12/31/2013," $2,246,428,000 "," $1,073,497,000 ", $-   , $-   , $-   ,Consumer Staples,Soft Drinks
1081,MNST,Year 3,12/31/2014," $2,464,867,000 "," $1,125,057,000 ", $-   , $-   , $-   ,Consumer Staples,Soft Drinks
1082,MNST,Year 4,12/31/2015," $2,722,564,000 "," $1,090,263,000 ", $-   , $-   , $-   ,Consumer Staples,Soft Drinks
1083,MO,Year 1,12/31/2012," $24,618,000,000 "," $15,055,000,000 "," $2,249,000,000 ", $-   , $-   ,Consumer Staples,Tobacco
1084,MO,Year 2,12/31/2013," $24,466,000,000 "," $14,009,000,000 "," $2,362,000,000 ", $-   , $-   ,Consumer Staples,Tobacco
1085,MO,Year 3,12/31/2014," $24,522,000,000 "," $14,362,000,000 "," $2,541,000,000 ", $-   , $-   ,Consumer Staples,Tobacco
1086,MO,Year 4,12/31/2015," $25,434,000,000 "," $14,320,000,000 "," $2,749,000,000 ", $-   , $-   ,Consumer Staples,Tobacco
1087,MON,Year 1,8/31/2013," $14,861,000,000 "," $7,208,000,000 "," $2,550,000,000 "," $1,533,000,000 ", $-   ,Materials,Fertilizers & Agricultural Chemicals
