Country / territory of asylum/residence,Origin,Year,Month,Value,Date
Belgium,Viet Nam,2002,May,3,5/1/02
Belgium,Viet Nam,2002,August,2,8/1/02
Belgium,Viet Nam,2002,November,2,11/1/02
Belgium,Viet Nam,2003,January,2,1/1/03
Belgium,Viet Nam,2003,March,4,3/1/03
Belgium,Viet Nam,2003,June,1,6/1/03
Belgium,Viet Nam,2003,July,1,7/1/03
Belgium,Viet Nam,2003,September,4,9/1/03
Belgium,Viet Nam,2003,November,2,11/1/03
Belgium,Viet Nam,2004,March,2,3/1/04
Belgium,Viet Nam,2004,May,1,5/1/04
Belgium,Viet Nam,2004,June,1,6/1/04
Belgium,Viet Nam,2004,July,1,7/1/04
Belgium,Viet Nam,2004,August,2,8/1/04
Belgium,Viet Nam,2004,September,1,9/1/04
Belgium,Viet Nam,2004,October,8,10/1/04
Belgium,Viet Nam,2004,December,2,12/1/04
Belgium,Viet Nam,2005,April,2,4/1/05
Belgium,Viet Nam,2005,August,3,8/1/05
Belgium,Viet Nam,2005,September,4,9/1/05
Belgium,Viet Nam,2006,March,1,3/1/06
Belgium,Viet Nam,2006,July,1,7/1/06
Belgium,Viet Nam,2006,September,3,9/1/06
Belgium,Viet Nam,2006,October,1,10/1/06
Belgium,Viet Nam,2006,December,1,12/1/06
Belgium,Viet Nam,2007,January,1,1/1/07
Belgium,Viet Nam,2007,April,2,4/1/07
Belgium,Viet Nam,2007,May,1,5/1/07
Belgium,Viet Nam,2007,July,2,7/1/07
Belgium,Viet Nam,2007,September,1,9/1/07
Belgium,Viet Nam,2007,October,3,10/1/07
Belgium,Viet Nam,2007,November,1,11/1/07
Belgium,Viet Nam,2007,December,2,12/1/07
Belgium,Viet Nam,2008,January,4,1/1/08
Belgium,Viet Nam,2008,February,2,2/1/08
Belgium,Viet Nam,2008,March,1,3/1/08
Belgium,Viet Nam,2008,April,1,4/1/08
Belgium,Viet Nam,2008,October,1,10/1/08
Belgium,Viet Nam,2009,October,7,10/1/09
Belgium,Viet Nam,2009,November,1,11/1/09
Belgium,Viet Nam,2009,December,1,12/1/09
Belgium,Viet Nam,2010,January,3,1/1/10
Belgium,Viet Nam,2010,February,1,2/1/10
Belgium,Viet Nam,2010,June,5,6/1/10
Belgium,Viet Nam,2010,July,2,7/1/10
Belgium,Viet Nam,2010,August,2,8/1/10
Belgium,Viet Nam,2010,October,2,10/1/10
Belgium,Viet Nam,2010,November,2,11/1/10
Belgium,Viet Nam,2010,December,2,12/1/10
Belgium,Viet Nam,2011,October,2,10/1/11
Belgium,Viet Nam,2012,May,1,5/1/12
Belgium,Viet Nam,2012,August,2,8/1/12
Belgium,Viet Nam,2012,November,1,11/1/12
Belgium,Viet Nam,2013,February,3,2/1/13
Belgium,Viet Nam,2013,May,1,5/1/13
Belgium,Viet Nam,2013,June,1,6/1/13
Belgium,Viet Nam,2013,September,1,9/1/13
Belgium,Viet Nam,2013,October,4,10/1/13
Belgium,Viet Nam,2013,November,3,11/1/13
Belgium,Viet Nam,2013,December,1,12/1/13
Belgium,Viet Nam,2014,July,0,7/1/14
Belgium,Viet Nam,2015,June,0,6/1/15
Belgium,Stateless,1999,April,1,4/1/99
Belgium,Stateless,2000,February,2,2/1/00
Belgium,Stateless,2000,June,1,6/1/00
Belgium,Stateless,2000,October,1,10/1/00
Belgium,Stateless,2000,December,1,12/1/00
Belgium,Stateless,2001,October,2,10/1/01
Belgium,Stateless,2002,July,1,7/1/02
Belgium,Stateless,2003,January,1,1/1/03
Belgium,Stateless,2003,February,1,2/1/03
Belgium,Stateless,2003,September,1,9/1/03
Belgium,Stateless,2004,January,1,1/1/04
Belgium,Stateless,2004,November,1,11/1/04
Belgium,Stateless,2005,September,18,9/1/05
Belgium,Stateless,2005,December,1,12/1/05
Belgium,Stateless,2006,May,1,5/1/06
Belgium,Stateless,2006,June,2,6/1/06
Belgium,Stateless,2006,September,1,9/1/06
Belgium,Stateless,2007,April,2,4/1/07
Belgium,Stateless,2007,May,1,5/1/07
Belgium,Stateless,2007,July,1,7/1/07
Belgium,Stateless,2007,December,1,12/1/07
Belgium,Stateless,2008,January,1,1/1/08
Belgium,Stateless,2008,September,1,9/1/08
Belgium,Stateless,2008,October,2,10/1/08
Belgium,Stateless,2008,November,1,11/1/08
Belgium,Stateless,2008,December,1,12/1/08
Belgium,Stateless,2009,June,1,6/1/09
Belgium,Stateless,2010,January,2,1/1/10
Belgium,Stateless,2010,September,1,9/1/10
Belgium,Stateless,2010,October,1,10/1/10
Belgium,Stateless,2010,November,2,11/1/10
Belgium,Stateless,2011,December,3,12/1/11
Belgium,Stateless,2012,June,1,6/1/12
Belgium,Stateless,2012,July,1,7/1/12
Belgium,Stateless,2012,September,1,9/1/12
Belgium,Stateless,2013,July,1,7/1/13
Belgium,Stateless,2014,July,0,7/1/14
Belgium,Stateless,2015,August,0,8/1/15
Belgium,Stateless,2015,October,0,10/1/15
Belgium,Stateless,2016,January,2,1/1/16
Belgium,Sao Tome and Principe,2007,June,1,6/1/07
Bulgaria,Lebanon,2013,June,1,6/1/13
Bulgaria,Lebanon,2013,August,1,8/1/13
Bulgaria,Lebanon,2013,September,1,9/1/13
Bulgaria,Lebanon,2013,October,5,10/1/13
Bulgaria,Lebanon,2013,November,7,11/1/13
Bulgaria,Lebanon,2014,February,0,2/1/14
Bulgaria,Lebanon,2014,March,0,3/1/14
Bulgaria,Lebanon,2014,May,0,5/1/14
Bulgaria,Lebanon,2014,June,0,6/1/14
Bulgaria,Lebanon,2014,July,0,7/1/14
Bulgaria,Lebanon,2014,August,0,8/1/14
Bulgaria,Lebanon,2014,September,0,9/1/14
Bulgaria,Lebanon,2014,October,0,10/1/14
Bulgaria,Lebanon,2015,January,5,1/1/15
Bulgaria,Lebanon,2015,February,0,2/1/15
Bulgaria,Lebanon,2015,July,0,7/1/15
Bulgaria,Lebanon,2015,August,0,8/1/15
Bulgaria,Lebanon,2015,September,5,9/1/15
Bulgaria,Lebanon,2015,October,0,10/1/15
Bulgaria,Lebanon,2015,November,0,11/1/15
Bulgaria,Lebanon,2015,December,0,12/1/15
Bulgaria,Lebanon,2016,January,4,1/1/16
Bulgaria,Lebanon,2016,February,3,2/1/16
Bulgaria,Lebanon,2016,May,1,5/1/16
Bulgaria,Lebanon,2016,August,1,8/1/16
Bulgaria,Sri Lanka,2001,April,1,4/1/01
Bulgaria,Sri Lanka,2003,January,2,1/1/03
Bulgaria,Sri Lanka,2003,June,1,6/1/03
Bulgaria,Sri Lanka,2003,July,2,7/1/03
Bulgaria,Sri Lanka,2008,February,2,2/1/08
Bulgaria,Sri Lanka,2008,April,2,4/1/08
Bulgaria,Sri Lanka,2008,May,3,5/1/08
Bulgaria,Sri Lanka,2008,July,3,7/1/08
Bulgaria,Sri Lanka,2008,August,1,8/1/08
Bulgaria,Sri Lanka,2008,September,3,9/1/08
Bulgaria,Sri Lanka,2008,November,2,11/1/08
Bulgaria,Sri Lanka,2008,December,1,12/1/08
Bulgaria,Sri Lanka,2009,January,4,1/1/09
Bulgaria,Sri Lanka,2009,March,1,3/1/09
Bulgaria,Sri Lanka,2009,June,3,6/1/09
Bulgaria,Sri Lanka,2009,July,2,7/1/09
Bulgaria,Sri Lanka,2009,October,2,10/1/09
Bulgaria,Sri Lanka,2009,November,1,11/1/09
Bulgaria,Sri Lanka,2010,January,1,1/1/10
Bulgaria,Sri Lanka,2010,March,1,3/1/10
Bulgaria,Sri Lanka,2010,April,3,4/1/10
Bulgaria,Sri Lanka,2010,December,1,12/1/10
Bulgaria,Sri Lanka,2011,August,1,8/1/11
Bulgaria,Sri Lanka,2011,September,1,9/1/11
Bulgaria,Sri Lanka,2012,June,1,6/1/12
Bulgaria,Sri Lanka,2012,August,2,8/1/12
Bulgaria,Sri Lanka,2014,March,0,3/1/14
Bulgaria,Sri Lanka,2014,September,0,9/1/14
Bulgaria,Sri Lanka,2015,January,0,1/1/15
Bulgaria,Sri Lanka,2015,April,0,4/1/15
Bulgaria,Sri Lanka,2015,May,0,5/1/15
Bulgaria,Sri Lanka,2015,June,0,6/1/15
Bulgaria,Sri Lanka,2015,July,0,7/1/15
Bulgaria,Sri Lanka,2015,September,0,9/1/15
Bulgaria,Sri Lanka,2016,January,1,1/1/16
Bulgaria,Sri Lanka,2016,April,5,4/1/16
Bulgaria,Sri Lanka,2016,June,2,6/1/16
Bulgaria,Sri Lanka,2016,July,4,7/1/16
Bulgaria,Mauritania,2001,December,1,12/1/01
Bulgaria,Mauritania,2003,December,1,12/1/03
Bulgaria,Mauritania,2004,February,5,2/1/04
Bulgaria,Mauritania,2004,March,1,3/1/04
Bulgaria,Mauritania,2004,April,3,4/1/04
Bulgaria,Mauritania,2006,January,1,1/1/06
Bulgaria,Mauritania,2006,March,1,3/1/06
Bulgaria,Mauritania,2013,January,1,1/1/13
Bulgaria,Mauritania,2013,February,1,2/1/13
Bulgaria,Mauritania,2014,February,0,2/1/14
Bulgaria,The former Yugoslav Rep. of Macedonia,2001,June,3,6/1/01
Bulgaria,The former Yugoslav Rep. of Macedonia,2001,July,2,7/1/01
Bulgaria,The former Yugoslav Rep. of Macedonia,2005,October,1,10/1/05
Bulgaria,The former Yugoslav Rep. of Macedonia,2008,April,1,4/1/08
Bulgaria,The former Yugoslav Rep. of Macedonia,2008,August,1,8/1/08
Bulgaria,The former Yugoslav Rep. of Macedonia,2008,September,1,9/1/08
Bulgaria,The former Yugoslav Rep. of Macedonia,2010,April,1,4/1/10
Bulgaria,The former Yugoslav Rep. of Macedonia,2015,September,0,9/1/15
Bulgaria,Rep. of Moldova,2000,May,4,5/1/00
Bulgaria,Rep. of Moldova,2002,May,3,5/1/02
Bulgaria,Rep. of Moldova,2002,December,5,12/1/02
Bulgaria,Rep. of Moldova,2004,September,2,9/1/04
Bulgaria,Rep. of Moldova,2005,March,5,3/1/05
Bulgaria,Rep. of Moldova,2005,December,1,12/1/05
Bulgaria,Rep. of Moldova,2007,March,2,3/1/07
Bulgaria,Rep. of Moldova,2008,February,1,2/1/08
Bulgaria,Rep. of Moldova,2009,June,2,6/1/09
Bulgaria,Rep. of Moldova,2010,February,1,2/1/10
Bulgaria,Rep. of Moldova,2012,March,1,3/1/12
Bulgaria,Mali,2012,October,2,10/1/12
Bulgaria,Mali,2012,November,2,11/1/12
Bulgaria,Mali,2012,December,1,12/1/12
Bulgaria,Mali,2013,January,14,1/1/13
Bulgaria,Mali,2013,February,30,2/1/13
Bulgaria,Mali,2013,March,29,3/1/13
Bulgaria,Mali,2013,April,14,4/1/13
Bulgaria,Mali,2013,May,18,5/1/13
Bulgaria,Mali,2013,June,13,6/1/13
Bulgaria,Mali,2013,July,11,7/1/13
Bulgaria,Mali,2013,August,20,8/1/13
Bulgaria,Mali,2013,September,14,9/1/13
Bulgaria,Mali,2013,October,13,10/1/13
Bulgaria,Mali,2013,November,2,11/1/13
Bulgaria,Mali,2014,January,0,1/1/14
Bulgaria,Mali,2014,February,24,2/1/14
Bulgaria,Mali,2014,April,0,4/1/14
Bulgaria,Mali,2014,July,0,7/1/14
Bulgaria,Mali,2014,September,0,9/1/14
Bulgaria,Mali,2014,October,0,10/1/14
Bulgaria,Mali,2014,November,7,11/1/14
Bulgaria,Mali,2014,December,0,12/1/14
Bulgaria,Mali,2015,January,0,1/1/15
Bulgaria,Mali,2015,March,0,3/1/15
Bulgaria,Mali,2015,May,0,5/1/15
Bulgaria,Mali,2015,August,0,8/1/15
Bulgaria,Mali,2015,October,0,10/1/15
Bulgaria,Mali,2016,July,1,7/1/16
Bulgaria,Montenegro,2007,December,1,12/1/07
Bulgaria,Montenegro,2008,June,1,6/1/08
Bulgaria,Mongolia,2010,July,2,7/1/10
Bulgaria,Mongolia,2011,October,2,10/1/11
Bulgaria,Mongolia,2012,June,1,6/1/12
Bulgaria,Morocco,2003,September,1,9/1/03
Bulgaria,Morocco,2004,January,1,1/1/04
Bulgaria,Morocco,2004,December,1,12/1/04
Bosnia and Herzegovina,Afghanistan,2011,March,2,3/1/11
Bosnia and Herzegovina,Afghanistan,2013,September,2,9/1/13
Bosnia and Herzegovina,Afghanistan,2013,November,3,11/1/13
Bosnia and Herzegovina,Afghanistan,2013,December,1,12/1/13
Bosnia and Herzegovina,Afghanistan,2014,May,0,5/1/14
Bosnia and Herzegovina,Afghanistan,2014,June,0,6/1/14
Bosnia and Herzegovina,Afghanistan,2014,July,0,7/1/14
Bosnia and Herzegovina,Afghanistan,2014,November,0,11/1/14
Bosnia and Herzegovina,Afghanistan,2014,December,5,12/1/14
Bosnia and Herzegovina,Afghanistan,2015,January,0,1/1/15
Bosnia and Herzegovina,Afghanistan,2015,April,0,4/1/15
Bosnia and Herzegovina,Algeria,2009,February,1,2/1/09
Bosnia and Herzegovina,Algeria,2010,October,1,10/1/10
Bosnia and Herzegovina,Algeria,2011,February,1,2/1/11
Bosnia and Herzegovina,Algeria,2011,March,1,3/1/11
Bosnia and Herzegovina,Algeria,2011,June,1,6/1/11
Bosnia and Herzegovina,Algeria,2011,July,2,7/1/11
Bosnia and Herzegovina,Algeria,2011,August,1,8/1/11
Bosnia and Herzegovina,Algeria,2011,September,1,9/1/11
Bosnia and Herzegovina,Algeria,2011,October,1,10/1/11
Bosnia and Herzegovina,Algeria,2011,November,1,11/1/11
Bosnia and Herzegovina,Algeria,2012,November,2,11/1/12
Bosnia and Herzegovina,Algeria,2013,April,1,4/1/13
Bosnia and Herzegovina,Algeria,2013,September,4,9/1/13
Bosnia and Herzegovina,Algeria,2013,November,2,11/1/13
Bosnia and Herzegovina,Algeria,2013,December,1,12/1/13
Bosnia and Herzegovina,Algeria,2014,January,0,1/1/14
Bosnia and Herzegovina,Algeria,2014,May,0,5/1/14
Bosnia and Herzegovina,Egypt,2011,February,1,2/1/11
Bosnia and Herzegovina,Egypt,2014,October,0,10/1/14
Bosnia and Herzegovina,Egypt,2016,April,1,4/1/16
Bosnia and Herzegovina,Armenia,2013,January,1,1/1/13
Bosnia and Herzegovina,Armenia,2014,March,0,3/1/14
Bosnia and Herzegovina,Armenia,2015,November,5,11/1/15
Bosnia and Herzegovina,Bangladesh,2007,November,1,11/1/07
Bosnia and Herzegovina,Bangladesh,2013,June,5,6/1/13
Bosnia and Herzegovina,Bangladesh,2013,December,1,12/1/13
Bosnia and Herzegovina,Bangladesh,2014,March,0,3/1/14
Bosnia and Herzegovina,Bangladesh,2015,September,0,9/1/15
Bosnia and Herzegovina,Brazil,2007,July,1,7/1/07
Bosnia and Herzegovina,Central African Rep.,2014,November,0,11/1/14
Bosnia and Herzegovina,China,2006,January,1,1/1/06
Bosnia and Herzegovina,China,2007,May,1,5/1/07
Bosnia and Herzegovina,China,2007,August,2,8/1/07
Bosnia and Herzegovina,Cameroon,2008,October,1,10/1/08
Bosnia and Herzegovina,Cameroon,2010,May,2,5/1/10
Bosnia and Herzegovina,Cameroon,2011,July,2,7/1/11
Bosnia and Herzegovina,Cameroon,2014,June,0,6/1/14
Bosnia and Herzegovina,Cameroon,2015,July,0,7/1/15
Bosnia and Herzegovina,Congo,2015,July,0,7/1/15
Bosnia and Herzegovina,Dem. Rep. of the Congo,2014,May,0,5/1/14
Bosnia and Herzegovina,Dem. Rep. of the Congo,2015,November,0,11/1/15
Bosnia and Herzegovina,Cuba,2015,July,0,7/1/15
Bosnia and Herzegovina,Eritrea,2010,April,1,4/1/10
Bosnia and Herzegovina,Eritrea,2012,February,3,2/1/12
Bosnia and Herzegovina,Ethiopia,2010,July,2,7/1/10
Bosnia and Herzegovina,Ethiopia,2011,October,1,10/1/11
Bosnia and Herzegovina,Ethiopia,2014,July,0,7/1/14
Bosnia and Herzegovina,France,2009,May,1,5/1/09
Bosnia and Herzegovina,Palestinian,2006,April,1,4/1/06
Bosnia and Herzegovina,Palestinian,2008,April,2,4/1/08
Bosnia and Herzegovina,Palestinian,2011,March,1,3/1/11
Bosnia and Herzegovina,Palestinian,2011,June,3,6/1/11
Bosnia and Herzegovina,Palestinian,2012,October,1,10/1/12
Bosnia and Herzegovina,Palestinian,2012,December,1,12/1/12
Bosnia and Herzegovina,Palestinian,2013,September,1,9/1/13
Bosnia and Herzegovina,Palestinian,2014,May,0,5/1/14
Bosnia and Herzegovina,Palestinian,2015,April,0,4/1/15
Bosnia and Herzegovina,Palestinian,2016,August,1,8/1/16
Bosnia and Herzegovina,Georgia,2009,September,1,9/1/09
Bosnia and Herzegovina,Germany,2006,April,1,4/1/06
Bosnia and Herzegovina,Germany,2009,May,1,5/1/09
Bosnia and Herzegovina,Germany,2010,April,1,4/1/10
Bosnia and Herzegovina,Haiti,2010,October,1,10/1/10
Bosnia and Herzegovina,Croatia,2006,October,1,10/1/06
Bosnia and Herzegovina,Croatia,2006,November,2,11/1/06
Bosnia and Herzegovina,Croatia,2008,January,1,1/1/08
Bosnia and Herzegovina,Croatia,2008,April,1,4/1/08
Bosnia and Herzegovina,Croatia,2009,June,1,6/1/09
Bosnia and Herzegovina,Croatia,2015,January,0,1/1/15
Bosnia and Herzegovina,Croatia,2016,April,1,4/1/16
Bosnia and Herzegovina,Hungary,2013,July,1,7/1/13
Bosnia and Herzegovina,India,2008,November,6,11/1/08
Bosnia and Herzegovina,Iran (Islamic Rep. of),2007,January,1,1/1/07
Bosnia and Herzegovina,Iran (Islamic Rep. of),2007,March,1,3/1/07
Bosnia and Herzegovina,Iran (Islamic Rep. of),2010,October,3,10/1/10
Bosnia and Herzegovina,Iran (Islamic Rep. of),2011,November,2,11/1/11
Bosnia and Herzegovina,Iran (Islamic Rep. of),2011,December,1,12/1/11
Bosnia and Herzegovina,Iran (Islamic Rep. of),2012,October,1,10/1/12
Bosnia and Herzegovina,Iran (Islamic Rep. of),2013,October,1,10/1/13
Bosnia and Herzegovina,Iran (Islamic Rep. of),2013,November,1,11/1/13
Bosnia and Herzegovina,Iran (Islamic Rep. of),2014,May,0,5/1/14
Bosnia and Herzegovina,Iraq,2006,January,1,1/1/06
Bosnia and Herzegovina,Iraq,2009,March,1,3/1/09
Bosnia and Herzegovina,Iraq,2009,May,1,5/1/09
Bosnia and Herzegovina,Iraq,2009,October,1,10/1/09
Bosnia and Herzegovina,Iraq,2010,February,1,2/1/10
Bosnia and Herzegovina,Iraq,2010,September,1,9/1/10
Bosnia and Herzegovina,Iraq,2013,December,1,12/1/13
Bosnia and Herzegovina,Iraq,2014,September,0,9/1/14
Bosnia and Herzegovina,Iraq,2015,May,0,5/1/15
Bosnia and Herzegovina,Iraq,2015,July,0,7/1/15
Bosnia and Herzegovina,Iraq,2015,December,0,12/1/15
Bosnia and Herzegovina,Jordan,2006,November,1,11/1/06
Bosnia and Herzegovina,Jordan,2016,September,1,9/1/16
Bosnia and Herzegovina,Kazakhstan,2010,March,1,3/1/10
Bosnia and Herzegovina,Kenya,2016,July,2,7/1/16
Bosnia and Herzegovina,Kuwait,2013,January,1,1/1/13
Bosnia and Herzegovina,Libya,2012,December,2,12/1/12
Bosnia and Herzegovina,Sri Lanka,2007,December,3,12/1/07
Bosnia and Herzegovina,Sri Lanka,2013,November,1,11/1/13
Bosnia and Herzegovina,Sri Lanka,2014,January,0,1/1/14
Bosnia and Herzegovina,Lithuania,2007,May,1,5/1/07
Bosnia and Herzegovina,The former Yugoslav Rep. of Macedonia,2006,May,1,5/1/06
Bosnia and Herzegovina,The former Yugoslav Rep. of Macedonia,2007,May,1,5/1/07
Bosnia and Herzegovina,The former Yugoslav Rep. of Macedonia,2008,May,1,5/1/08
Bosnia and Herzegovina,The former Yugoslav Rep. of Macedonia,2008,November,1,11/1/08
Bosnia and Herzegovina,The former Yugoslav Rep. of Macedonia,2008,December,1,12/1/08
Bosnia and Herzegovina,Rep. of Moldova,2006,May,1,5/1/06
Bosnia and Herzegovina,Rep. of Moldova,2006,June,1,6/1/06
Bosnia and Herzegovina,Rep. of Moldova,2012,October,1,10/1/12
Bosnia and Herzegovina,Mali,2015,January,0,1/1/15
Bosnia and Herzegovina,Montenegro,2007,October,1,10/1/07
Bosnia and Herzegovina,Montenegro,2007,December,1,12/1/07
Bosnia and Herzegovina,Montenegro,2008,March,1,3/1/08
Bosnia and Herzegovina,Montenegro,2015,April,0,4/1/15
Bosnia and Herzegovina,Morocco,2011,January,2,1/1/11
Bosnia and Herzegovina,Morocco,2011,June,3,6/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2005,May,4,5/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2005,June,5,6/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2005,July,6,7/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2005,August,13,8/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2005,September,12,9/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2005,October,6,10/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2005,November,7,11/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2005,December,12,12/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2006,January,14,1/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,February,3,2/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,March,10,3/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,April,6,4/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,May,13,5/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,June,8,6/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,July,3,7/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,August,9,8/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,September,3,9/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,October,8,10/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,November,4,11/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2006,December,4,12/1/06
Belgium,The former Yugoslav Rep. of Macedonia,2007,February,4,2/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,March,7,3/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,April,2,4/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,May,4,5/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,June,2,6/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,July,6,7/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,August,4,8/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,September,12,9/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,October,6,10/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,November,4,11/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2007,December,8,12/1/07
Belgium,The former Yugoslav Rep. of Macedonia,2008,January,14,1/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,February,4,2/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,March,6,3/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,April,6,4/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,May,11,5/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,June,5,6/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,July,8,7/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,August,12,8/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,September,7,9/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,October,16,10/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,November,19,11/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2008,December,14,12/1/08
Belgium,The former Yugoslav Rep. of Macedonia,2009,January,10,1/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,February,14,2/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,March,12,3/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,April,18,4/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,May,19,5/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,June,26,6/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,July,10,7/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,August,19,8/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,September,31,9/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,October,36,10/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,November,36,11/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2009,December,43,12/1/09
Belgium,The former Yugoslav Rep. of Macedonia,2010,January,55,1/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,February,395,2/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,March,58,3/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,April,23,4/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,May,12,5/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,June,16,6/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,July,32,7/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,August,52,8/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,September,55,9/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,October,135,10/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,November,89,11/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2010,December,58,12/1/10
Belgium,The former Yugoslav Rep. of Macedonia,2011,January,100,1/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,February,137,2/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,March,160,3/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,April,163,4/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,May,124,5/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,June,32,6/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,July,33,7/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,August,82,8/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,September,102,9/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,October,102,10/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,November,34,11/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2011,December,48,12/1/11
Belgium,The former Yugoslav Rep. of Macedonia,2012,January,51,1/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,February,24,2/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,March,25,3/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,April,48,4/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,May,48,5/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,June,30,6/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,July,41,7/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,August,30,8/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,September,36,9/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,October,36,10/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,November,42,11/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2012,December,14,12/1/12
Belgium,The former Yugoslav Rep. of Macedonia,2013,January,27,1/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,February,21,2/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,March,9,3/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,April,17,4/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,May,5,5/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,June,5,6/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,July,26,7/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,August,6,8/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,September,19,9/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,October,12,10/1/13
